1	444	169	38
2	442	167	37
3	442	165	37
4	442	170	38
5	444	170	38
6	442	169	38
7	442	167	37
8	442	169	38
9	442	169	38
10	442	167	37
11	444	170	38
12	444	171	38
13	442	170	38
14	442	167	37
15	442	167	37
16	442	169	38
17	442	168	38
18	442	168	38
19	442	169	38
20	442	170	38
21	442	171	38
22	442	171	38
23	442	171	38
24	442	171	38
25	442	171	38
26	442	165	37
27	444	174	39
28	444	174	39
29	442	169	38
30	442	170	38
31	442	170	38
32	442	170	38
33	442	170	38
34	442	169	38
35	444	174	39
36	442	169	38
37	442	170	38
38	442	170	38
39	442	168	38
40	442	167	37
41	443	174	39
42	443	174	39
43	442	175	39
44	443	174	39
45	442	186	42
46	513	227	44
47	446	195	43
48	446	195	43
49	446	195	43
50	446	200	44
51	446	200	44
52	446	201	45
53	443	185	41
54	444	201	45
55	444	200	45
56	439	202	46
57	446	189	42
58	443	193	43
59	442	179	40
60	440	184	41
61	442	184	41
62	448	203	45
63	445	196	44
64	444	219	49
65	441	227	51
66	441	227	51
67	441	226	51
68	441	226	51
69	441	221	50
70	441	221	50
71	441	223	50
72	441	224	50
73	441	228	51
74	441	228	51
75	441	225	51
76	441	225	51
77	441	225	51
78	441	225	51
79	441	225	51
80	441	228	51
81	287	109	37
82	287	109	37
83	287	109	37
84	287	109	37
85	287	109	37
86	228	80	35
87	228	80	35
88	228	80	35
89	228	80	35
90	228	82	35
91	228	82	35
92	220	80	36
93	220	80	36
94	220	80	36
95	220	78	35
96	220	79	35
97	220	79	35
98	214	78	36
99	214	78	36
100	214	78	36
101	214	78	36
102	214	78	36
103	214	78	36
104	214	78	36
105	214	78	36
106	214	78	36
107	214	78	36
108	214	78	36
109	214	78	36
110	214	78	36
111	214	78	36
112	214	78	36
113	214	78	36
114	214	78	36
115	214	78	36
116	214	78	36
117	214	78	36
118	214	78	36
119	214	78	36
120	214	78	36
121	214	78	36
122	214	78	36
123	214	78	36
124	214	78	36
125	214	78	36
126	214	78	36
127	214	78	36
128	214	78	36
129	214	78	36
130	214	79	36
131	214	79	36
132	214	79	36
133	214	80	37
134	214	80	37
135	207	70	33
136	207	69	33
137	207	71	34
138	207	71	34
139	207	71	34
140	207	71	34
141	207	71	34
142	207	70	33
143	207	70	33
144	207	70	33
145	207	70	33
146	207	72	34
147	207	70	33
148	207	73	35
149	207	71	34
150	207	71	34
151	207	73	35
152	207	70	33
153	207	71	34
154	207	72	34
155	207	77	37
156	207	72	34
157	207	72	34
158	207	72	34
159	207	72	34
160	207	72	34
161	207	72	34
162	207	72	34
163	207	74	35
164	207	74	35
165	207	74	35
166	207	73	35
167	207	72	34
168	207	72	34
169	207	72	34
170	207	72	34
171	207	73	35
172	207	73	35
173	207	74	35
174	207	75	36
175	207	73	35
176	207	73	35
177	207	73	35
178	207	72	34
179	207	74	35
180	207	73	35
181	207	73	35
182	207	73	35
183	207	76	36
184	207	74	35
185	207	73	35
186	207	73	35
187	207	74	35
188	207	73	35
189	207	73	35
190	207	73	35
191	207	74	35
192	207	74	35
193	207	75	36
194	207	73	35
195	207	75	36
196	207	74	35
197	207	74	35
198	207	74	35
199	207	73	35
200	207	77	37
201	207	77	37
202	207	75	36
203	207	81	39
204	207	76	36
205	207	79	38
206	225	119	52
207	225	119	52
208	225	119	52
209	222	118	53
210	175	90	51
211	182	71	39
212	182	71	39
213	182	71	39
214	182	71	39
215	182	71	39
216	182	71	39
217	182	71	39
218	182	71	39
219	182	71	39
220	182	71	39
221	182	71	39
222	182	71	39
223	182	71	39
224	182	71	39
225	182	71	39
226	182	71	39
227	182	71	39
228	182	71	39
229	182	71	39
230	182	71	39
231	182	71	39
232	182	71	39
233	182	71	39
234	182	71	39
235	182	71	39
236	182	71	39
237	182	71	39
238	182	71	39
239	182	71	39
240	182	71	39
241	182	71	39
242	182	71	39
243	182	71	39
244	182	71	39
245	182	71	39
246	182	71	39
247	182	71	39
248	182	71	39
249	182	71	39
250	182	71	39
251	182	71	39
252	182	71	39
253	182	71	39
254	182	71	39
255	182	72	39
256	182	72	39
257	182	74	40
258	182	71	39
259	182	71	39
260	182	75	41
261	182	75	41
262	182	75	41
263	182	75	41
264	182	75	41
265	182	73	40
266	182	73	40
267	182	73	40
268	182	72	39
269	182	72	39
270	182	72	39
271	182	72	39
272	182	72	39
273	182	72	39
274	182	72	39
275	182	72	39
276	182	73	40
277	182	73	40
278	182	73	40
279	182	73	40
280	182	72	39
281	182	72	39
282	182	72	39
283	182	72	39
284	182	72	39
285	182	72	39
286	182	72	39
287	182	72	39
